Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
iri_q28,questionnaires_for_home,,radio,"28. Before criticizing somebody, I try to imagine how <em>I</em> would feel if I were in their place. ","0, A- Does not describe me well | 1, B | 2, C | 3,D | 4, E-Describes very well",,,,,,,y,,,iri,,
aq_inst,questionnaires_for_home,AQ,descriptive,"Directions: Choose one response that best describes how strongly each item applies to you.

",,,,,,,,,,,,,
aq_1,questionnaires_for_home,,radio,"1. I prefer to do things with others rather than
on my own.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_2,questionnaires_for_home,,radio,"2. I prefer to do things the same way over and
over again.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_3,questionnaires_for_home,,radio,"3. If I try to imagine something, I find it very
easy to create a picture in my mind.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_4,questionnaires_for_home,,radio,4. I frequently get so strongly absorbed in one thing that I lose sight of other things.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_5,questionnaires_for_home,,radio,"5. I often notice small sounds when others do
not.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_6,questionnaires_for_home,,radio,"6. I usually notice car number plates or similar
strings of information.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_7,questionnaires_for_home,,radio,"7. Other people frequently tell me that what I've said is impolite, even though I think it is polite.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_8,questionnaires_for_home,,radio,"8. When I'm reading a story, I can easily imagine what the characters might look like.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_9,questionnaires_for_home,,radio,9. I am fascinated by dates.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_10,questionnaires_for_home,,radio,"10. In a social group, I can easily keep track of several different people's conversations.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_11,questionnaires_for_home,,radio,11. I find social situations easy.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_12,questionnaires_for_home,,radio,12. I tend to notice details that others do not.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_13,questionnaires_for_home,,radio,13. I would rather go to a library than to a party.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_14,questionnaires_for_home,,radio,14. I find making up stories easy.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_15,questionnaires_for_home,,radio,15. I find myself drawn more strongly to people than to things.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_16,questionnaires_for_home,,radio,"16. I tend to have very strong interests, which I get upset about if I can't pursue.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_17,questionnaires_for_home,,radio,17. I enjoy social chitchat.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_18,questionnaires_for_home,,radio,"18. When I talk, it isn't always easy for others to get a word in edgewise.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_19,questionnaires_for_home,,radio,19. I am fascinated by numbers.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_20,questionnaires_for_home,,radio,"20. When I'm reading a story, I find it difficult to work out the characters' intentions.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_21,questionnaires_for_home,,radio,21. I don't particularly enjoy reading fiction.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_22,questionnaires_for_home,,radio,22. I find it hard to make new friends.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_23,questionnaires_for_home,,radio,23. I notice patterns in things all the time.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_24,questionnaires_for_home,,radio,24. I would rather go to the theater than to a museum.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_25,questionnaires_for_home,,radio,25. It does not upset me if my daily routine is disturbed.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_26,questionnaires_for_home,,radio,26. I frequently find that I don't know how to keep a conversation going.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_27,questionnaires_for_home,,radio,27. I find it easy to 'read between the lines' when someone is talking to me.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_28,questionnaires_for_home,,radio,"28. I usually concentrate more on the whole picture, rather than on the small details.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_29,questionnaires_for_home,,radio,29. I am not very good at remembering phone numbers.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_30,questionnaires_for_home,,radio,30. I don't usually notice small changes in a situation or a person's appearance.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_31,questionnaires_for_home,,radio,31. I know how to tell if someone listening to me is getting bored.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_32,questionnaires_for_home,,radio,32. I find it easy to do more than one thing at once.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_33,questionnaires_for_home,,radio,"33. When I talk on the phone, I'm not sure when
it's my turn to speak.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_34,questionnaires_for_home,,radio,34. I enjoy doing things spontaneously.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_35,questionnaires_for_home,,radio,35. I enjoy doing things alone.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_36,questionnaires_for_home,,radio,36. I find it easy to work out what someone is thinking or feeling just by looking at their face.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_37,questionnaires_for_home,,radio,"37. If there is an interruption, I can switch back to what I was doing very quickly.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_38,questionnaires_for_home,,radio,38. I am good at social chitchat.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_39,questionnaires_for_home,,radio,39. People often tell me that I keep going on and on about the same thing.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_40,questionnaires_for_home,,radio,"40. When I was young, I used to enjoy playing games involving pretending with other children.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_41,questionnaires_for_home,,radio,"41. like to collect information about categories of things (e.g., types of cars, birds, trains, plants).","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_42,questionnaires_for_home,,radio,42. I find it difficult to imagine what it would be like to be someone else.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_43,questionnaires_for_home,,radio,"43. I like to carefully plan any activities I
participate in.","0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_44,questionnaires_for_home,,radio,44. I enjoy social occasions.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_45,questionnaires_for_home,,radio,45. I find it difficult to work out people's intentions.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_46,questionnaires_for_home,,radio,46. New situations make me anxious.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_47,questionnaires_for_home,,radio,47. I enjoy meeting new people.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_48,questionnaires_for_home,,radio,48. I am a good diplomat.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_49,questionnaires_for_home,,radio,49. I am not very good at remembering people's date of birth.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
aq_50,questionnaires_for_home,,radio,50. I find it very easy to play games with children that involve pretending.,"0, Definitely agree| 1, Slightly agree | 3, Slightly disagree |4,Definitely disagree",,,,,,,y,,,aq,,
tei_inst,questionnaires_for_home,TEI,descriptive,"<em>Instructions: </em>Please answer each statement below by selecting the number that best reflects your degree of agreement or disagreement with that statement. Do not think too long about the exact meaning of the statements. Work quickly and try to answer as accurately as possible. There are no right or wrong answers. <p>There are seven possible responses to each statement ranging from Completely
Disagree(number 1) to Completely Agree(number 7).",,,,,,,,,,,,,
tei_q1,questionnaires_for_home,,radio,1. Expressing my emotions with words is not a problem for me.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q2,questionnaires_for_home,,radio,2. I often find it difficult to see things from another person's viewpoint.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q3,questionnaires_for_home,,radio,"3. On the whole, I'm a highly motivated person.","1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q4,questionnaires_for_home,,radio,4. I usually find it difficult to regulate my emotions.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q5,questionnaires_for_home,,radio,5. I generally don't find life enjoyable.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q6,questionnaires_for_home,,radio,6. I can deal effectively with people.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q7,questionnaires_for_home,,radio,7. I tend to change my mind frequently.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q8,questionnaires_for_home,,radio,"8. Many times, I can't figure out what emotion I'm feeling.","1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q9,questionnaires_for_home,,radio,9. I feel that I have a number of good qualities.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q10,questionnaires_for_home,,radio,10. I often find it difficult to stand up for my rights.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q11,questionnaires_for_home,,radio,11. I'm usually able to influence the way other people feel.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q12,questionnaires_for_home,,radio,"12. On the whole, I have a gloomy perspective on most things.","1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q13,questionnaires_for_home,,radio,13. Those close to me often complain that I don't treat them right.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q14,questionnaires_for_home,,radio,14. I often find it difficult to adjust my life according to the circumstances.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q15,questionnaires_for_home,,radio,"15. On the whole, I'm able to deal with stress.","1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q16,questionnaires_for_home,,radio,16. I often find it difficult to show my affection to those close to me.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q17,questionnaires_for_home,,radio,"17. I'm normally able to ""get into someone's shoes"" and experience their emotions.","1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q18,questionnaires_for_home,,radio,18. I normally find it difficult to keep myself motivated.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q19,questionnaires_for_home,,radio,19. I'm usually able to find ways to control my emotions when I want to.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q20,questionnaires_for_home,,radio,"20. On the whole, I'm pleased with my life.","1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
tei_q21,questionnaires_for_home,,radio,21. I would describe myself as a good negotiator.,"1, 1-Completely Disagree | 2, 2 | 3,3 | 4, 4 | 5, 5 | 6,6| 7, 7-Completely Agree",,,,,,,y,,,tei,,
